Cooperation Rate,Opponent Cooperation Rate,Last Move,Opponent Last Move,Penultimate Move,Opponent Penultimate Move,Penultimate + 1 Move,Opponent Penultimate + 1 Move,Copy Rate
0.01,0.99,D,C,D,C,D,C,0.01020408163265306
0.98,0.99,C,C,C,C,C,C,0.9693877551020408
0.37,0.12,D,D,C,D,D,D,0.6632653061224489
1.0,1.0,C,C,C,C,C,C,1.0
0.78,0.68,C,D,D,D,D,D,0.8673469387755102
0.93,0.98,D,C,D,C,D,D,0.9591836734693877
0.07,0.97,D,C,D,C,D,C,0.05102040816326531
0.32,0.06,D,D,C,D,D,D,0.6224489795918368
0.19,0.19,C,D,D,D,D,D,0.6326530612244898
0.17,0.18,D,D,D,D,D,C,0.6530612244897959
0.18,0.18,D,C,C,D,D,D,0.6530612244897959
0.3,0.1,C,D,D,D,D,D,0.6428571428571429
0.01,0.5,D,D,D,C,D,D,0.5
1.0,1.0,C,C,C,C,C,C,1.0
0.19,0.19,C,D,D,D,D,D,0.6530612244897959
0.02,0.48,D,D,D,D,D,D,0.5204081632653061
0.19,0.94,D,C,D,C,D,C,0.24489795918367346
0.13,0.37,C,C,C,C,C,C,0.6530612244897959
0.45,0.44,C,D,D,D,D,D,0.7653061224489796
0.45,0.21,D,D,C,D,D,D,0.7040816326530612
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.17,0.18,D,D,D,D,D,C,0.6530612244897959
0.06,0.68,D,C,D,D,D,D,0.3673469387755102
1.0,1.0,C,C,C,C,C,C,1.0
0.16,0.31,D,D,D,D,D,D,0.6530612244897959
0.72,0.77,C,C,C,C,C,C,0.8469387755102041
0.63,0.72,D,C,C,D,D,D,0.8469387755102041
0.46,0.87,D,C,D,D,D,C,0.5612244897959183
0.09,0.53,D,D,D,D,D,C,0.5306122448979592
0.15,0.35,D,D,D,C,D,D,0.6632653061224489
1.0,1.0,C,C,C,C,C,C,1.0
0.17,0.18,D,D,D,D,D,C,0.673469387755102
0.39,0.13,D,D,D,D,C,D,0.6938775510204082
0.8,0.79,C,D,D,D,D,D,0.8979591836734694
0.39,0.58,D,C,D,D,D,D,0.7755102040816326
0.43,0.44,D,D,D,C,C,D,0.7346938775510204
0.48,0.63,C,C,C,C,C,C,0.7857142857142857
1.0,1.0,C,C,C,C,C,C,1.0
0.28,0.28,C,D,D,D,D,D,0.673469387755102
1.0,1.0,C,C,C,C,C,C,1.0
0.17,0.18,D,D,D,D,D,C,0.6530612244897959
1.0,1.0,C,C,C,C,C,C,1.0
0.33,0.4,D,D,D,D,D,D,0.7346938775510204
0.55,0.36,D,D,C,D,D,D,0.7551020408163265
0.15,0.24,D,D,D,C,C,D,0.6122448979591837
0.82,0.91,D,D,D,D,D,D,0.8979591836734694
1.0,1.0,C,C,C,C,C,C,1.0
0.21,0.4,D,C,D,C,D,D,0.7040816326530612
0.79,0.79,D,C,C,D,D,D,0.8979591836734694
1.0,1.0,C,C,C,C,C,C,1.0
0.96,0.96,C,C,C,C,C,C,0.9591836734693877
0.96,0.96,D,D,D,D,C,D,0.9693877551020408
0.93,0.94,C,C,C,C,C,C,0.9489795918367347
0.46,0.98,D,C,D,C,D,C,0.45918367346938777
0.19,0.16,D,D,C,D,C,D,0.673469387755102
0.48,0.22,D,D,D,D,C,D,0.7142857142857143
1.0,1.0,C,C,C,C,C,C,1.0
0.29,0.14,D,D,C,D,D,D,0.6530612244897959
0.04,0.39,D,C,D,D,D,C,0.6122448979591837
0.11,0.53,D,C,D,D,D,C,0.5306122448979592
0.18,0.18,D,C,C,D,D,D,0.6530612244897959
0.47,0.33,C,C,C,C,C,C,0.7244897959183674
0.76,0.73,C,C,C,C,C,C,0.8673469387755102
0.83,0.78,D,D,D,D,C,D,0.9081632653061225
0.02,0.5,D,C,D,C,D,D,0.5102040816326531
0.08,0.5,D,D,D,D,D,C,0.4897959183673469
0.46,0.39,D,D,D,D,D,D,0.7448979591836735
0.54,0.62,D,C,D,C,C,D,0.7755102040816326
0.83,0.84,D,D,D,D,D,D,0.9183673469387755
0.07,0.98,D,C,D,C,D,C,0.061224489795918366
0.35,0.0,C,D,D,D,D,D,0.6530612244897959
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.68,0.98,D,C,D,C,D,C,0.7040816326530612
0.29,0.18,D,D,D,D,D,D,0.6428571428571429
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.99,D,C,D,C,D,C,0.04081632653061224
0.03,0.82,D,C,D,C,D,C,0.1836734693877551
0.82,0.91,D,C,D,D,D,C,0.8877551020408163
0.47,0.48,D,C,D,D,C,D,0.7653061224489796
0.34,0.01,C,D,D,D,D,D,0.6530612244897959
0.22,0.95,D,C,D,C,D,C,0.2653061224489796
0.24,0.55,D,C,D,C,D,D,0.6938775510204082
0.42,0.8,D,D,D,D,D,C,0.5816326530612245
0.26,0.29,D,D,D,D,D,D,0.6938775510204082
0.24,0.23,D,D,D,D,C,D,0.6836734693877551
0.33,0.2,D,D,C,D,D,D,0.6938775510204082
0.25,0.13,D,D,C,D,D,D,0.6632653061224489
0.31,0.17,D,D,D,D,D,D,0.6632653061224489
0.98,0.99,C,C,C,C,C,C,0.9795918367346939
0.03,0.35,C,D,D,D,D,D,0.6326530612244898
0.31,0.34,D,D,D,D,D,C,0.7142857142857143
0.31,0.2,D,D,D,C,D,C,0.673469387755102
0.17,0.27,D,D,C,D,D,D,0.673469387755102
0.01,1.0,C,C,D,C,D,C,0.01020408163265306
0.92,1.0,D,C,D,C,D,C,0.9285714285714286
1.0,1.0,C,C,C,C,C,C,1.0
0.38,0.07,C,D,D,D,D,D,0.673469387755102
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.48,0.32,D,D,D,D,C,D,0.7346938775510204
0.04,0.96,D,C,D,C,D,C,0.05102040816326531
0.19,0.27,D,D,D,C,D,C,0.6632653061224489
0.33,0.09,D,D,D,D,C,D,0.673469387755102
0.34,0.08,D,D,D,D,C,D,0.673469387755102
0.36,0.02,D,D,C,D,D,D,0.6632653061224489
0.37,0.03,C,D,D,D,D,D,0.6632653061224489
0.39,0.06,C,D,D,D,D,D,0.673469387755102
0.33,0.1,D,D,C,D,D,D,0.673469387755102
0.37,0.05,D,D,D,D,C,D,0.673469387755102
0.35,0.1,C,D,D,D,D,D,0.6530612244897959
1.0,1.0,C,C,C,C,C,C,1.0
0.52,0.44,D,D,C,D,D,D,0.7653061224489796
0.43,0.29,D,D,C,D,D,D,0.7142857142857143
0.93,0.94,D,D,D,D,D,C,0.9591836734693877
0.47,0.31,C,D,D,D,D,D,0.7244897959183674
0.91,0.88,C,D,D,D,D,D,0.9387755102040817
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.34,D,D,D,C,D,D,0.6530612244897959
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.04,0.06,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.35,D,C,D,D,D,D,0.6530612244897959
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.5,D,C,D,D,D,C,0.5
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.86,D,C,D,C,D,C,0.14285714285714285
0.02,0.98,D,C,D,C,D,C,0.04081632653061224
0.0,0.5,D,C,D,D,D,C,0.5
0.33,0.51,D,C,D,D,D,D,0.826530612244898
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.96,0.98,C,D,C,C,C,C,0.9795918367346939
0.0,0.04,D,C,D,D,D,D,0.9693877551020408
0.0,0.99,D,C,D,C,D,C,0.01020408163265306
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.29,D,D,D,D,D,D,0.7040816326530612
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.08,0.42,D,D,D,D,D,D,0.6530612244897959
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.03,0.84,D,C,D,C,D,C,0.19387755102040816
0.01,0.75,D,C,D,C,D,C,0.25510204081632654
0.01,0.67,D,C,D,C,D,C,0.336734693877551
0.0,0.67,D,D,D,C,D,C,0.32653061224489793
0.0,0.5,D,D,D,C,D,D,0.5
0.0,0.33,D,C,D,D,D,D,0.673469387755102
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.0,D,D,D,D,D,D,1.0
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.51,D,D,D,C,D,D,0.4897959183673469
0.0,0.5,D,C,D,D,D,C,0.5
0.0,0.03,D,D,D,D,D,D,0.9693877551020408
0.96,0.98,C,D,C,C,C,C,0.9795918367346939
0.0,0.17,D,D,D,D,D,C,0.826530612244898
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.99,D,C,D,C,D,C,0.01020408163265306
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.18,0.9,D,C,D,C,D,C,0.2857142857142857
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.07,D,D,D,D,D,D,0.9285714285714286
0.0,0.65,D,C,D,D,D,C,0.35714285714285715
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.67,D,C,D,D,D,C,0.336734693877551
0.0,0.2,D,D,D,D,D,D,0.7959183673469388
0.0,0.3,D,D,D,D,D,D,0.6938775510204082
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.4,D,C,D,D,D,D,0.6020408163265306
0.0,0.48,D,C,D,C,D,C,0.5204081632653061
0.08,0.1,D,D,D,D,D,D,0.9795918367346939
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.41,D,C,D,D,D,C,0.6020408163265306
0.0,0.58,D,C,D,D,D,C,0.42857142857142855
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.98,D,C,D,C,D,C,0.02040816326530612
0.0,0.13,D,D,D,D,D,D,0.8673469387755102
0.96,0.98,C,D,C,C,C,C,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.1,0.17,D,D,D,D,D,D,0.9285714285714286
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.1,D,D,D,D,D,D,0.8979591836734694
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.33,D,C,D,D,D,D,0.673469387755102
0.0,0.25,D,D,D,D,D,D,0.7551020408163265
0.0,0.34,D,D,D,D,D,D,0.6530612244897959
0.0,0.33,D,D,D,D,D,C,0.6632653061224489
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.02,0.99,D,C,D,C,D,C,0.030612244897959183
0.0,0.11,D,D,D,D,D,D,0.8877551020408163
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.5,D,C,D,D,D,C,0.5
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.03,0.4,D,D,D,D,D,D,0.6224489795918368
0.02,0.99,D,C,D,C,D,C,0.030612244897959183
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.12,0.45,D,D,D,D,D,D,0.6632653061224489
0.08,0.1,D,D,D,D,D,D,0.9795918367346939
0.0,0.05,D,D,D,D,D,D,0.9489795918367347
0.0,0.07,D,D,D,D,D,C,0.9285714285714286
0.0,0.05,D,D,D,D,D,D,0.9489795918367347
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.14,0.82,D,C,D,C,D,D,0.32653061224489793
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.99,D,C,D,C,D,C,0.01020408163265306
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.23,D,D,D,D,D,D,0.7653061224489796
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.01,0.26,D,D,D,D,D,D,0.7448979591836735
0.05,0.99,D,C,D,C,D,C,0.061224489795918366
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.1,D,D,D,D,D,D,0.8979591836734694
0.0,0.5,D,D,D,C,D,D,0.5
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.48,D,D,D,D,D,D,0.5102040816326531
0.09,0.94,D,C,D,C,D,C,0.15306122448979592
0.0,0.23,D,C,D,D,D,D,0.7755102040816326
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.03,0.27,D,D,D,D,D,D,0.7653061224489796
0.02,0.1,D,D,D,D,D,D,0.9183673469387755
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.07,D,D,D,D,D,D,0.9285714285714286
0.0,0.09,D,D,D,D,D,D,0.9081632653061225
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.03,0.53,D,C,D,D,D,D,0.5102040816326531
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.01,0.04,D,D,D,D,D,D,0.9693877551020408
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.07,D,D,D,D,D,D,0.9285714285714286
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.25,D,D,D,C,D,D,0.7551020408163265
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.11,D,D,D,D,D,D,0.8877551020408163
0.03,0.13,D,D,D,D,D,D,0.8979591836734694
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.19,D,C,D,C,D,D,0.8163265306122449
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.01,0.06,D,D,D,D,D,D,0.9489795918367347
0.0,0.27,D,C,D,C,D,D,0.7346938775510204
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.5,D,D,D,C,D,C,0.4897959183673469
0.0,0.33,D,D,D,D,D,C,0.6632653061224489
0.0,0.17,D,D,D,C,D,D,0.826530612244898
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.5,D,C,D,C,D,C,0.5
0.0,0.36,D,D,D,D,D,D,0.6326530612244898
0.0,0.5,D,C,D,D,D,C,0.5
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.5,D,C,D,C,D,D,0.5
0.0,0.5,D,D,D,D,D,C,0.5
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.11,0.98,D,C,D,C,D,C,0.1326530612244898
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.02,0.99,D,C,D,C,D,C,0.030612244897959183
0.0,0.0,D,D,D,D,D,D,1.0
0.01,0.03,D,D,D,D,D,D,0.9795918367346939
0.97,1.0,C,C,C,C,C,C,0.9795918367346939
0.0,0.0,D,D,D,D,D,D,1.0
0.0,0.5,D,C,D,D,D,C,0.5
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.16,0.95,D,C,D,C,D,C,0.21428571428571427
0.0,0.38,D,C,D,C,D,D,0.6326530612244898
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.24,D,D,D,C,D,D,0.7653061224489796
0.01,0.27,D,D,D,C,D,D,0.7346938775510204
0.0,0.11,D,D,D,D,D,D,0.8877551020408163
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.25,D,D,D,C,D,D,0.7551020408163265
0.04,0.99,D,C,D,C,D,C,0.05102040816326531
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.09,0.75,D,C,D,C,D,D,0.3469387755102041
0.09,0.75,D,C,D,C,D,D,0.3469387755102041
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.03,D,D,D,D,D,D,0.9693877551020408
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.99,D,C,D,C,D,C,0.01020408163265306
0.0,0.19,D,D,D,D,D,D,0.8061224489795918
0.06,0.09,D,D,D,D,D,D,0.9693877551020408
0.06,0.09,D,D,D,D,D,D,0.9693877551020408
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.06,0.08,D,D,D,D,D,D,0.9795918367346939
0.04,0.09,D,D,D,D,D,D,0.9489795918367347
0.0,0.03,D,D,D,D,D,D,0.9693877551020408
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.0,0.01,D,D,D,D,D,D,0.9897959183673469
0.06,0.1,D,D,D,D,D,D,0.9591836734693877
0.0,0.02,D,D,D,D,D,D,0.9795918367346939
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.94,0.95,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.01,0.0,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.5,0.5,D,C,C,D,D,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.85,0.86,C,C,C,C,C,C,1.0
0.5,0.5,D,D,C,D,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.94,0.95,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.04,0.03,D,D,D,D,D,D,1.0
0.49,0.5,D,C,D,D,C,D,1.0
0.1,0.09,D,D,D,D,D,D,1.0
0.27,0.26,D,D,D,D,D,D,1.0
0.21,0.2,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.93,0.94,C,C,C,C,C,C,1.0
0.02,0.01,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.97,0.98,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.83,0.84,C,C,C,C,D,C,1.0
0.75,0.75,C,C,C,C,D,C,1.0
0.67,0.67,C,C,C,C,D,C,1.0
0.67,0.67,C,D,C,C,D,C,1.0
0.5,0.5,C,D,D,C,C,D,1.0
0.33,0.33,D,C,D,D,C,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.01,0.0,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.33,0.33,D,C,D,D,C,D,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.52,0.52,D,C,C,D,D,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.97,0.98,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.91,0.91,C,D,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.47,0.46,C,D,D,C,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.97,0.98,C,C,C,C,C,C,1.0
0.31,0.3,D,D,D,D,D,D,1.0
0.75,0.75,C,D,D,C,C,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.13,0.12,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.25,0.24,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.25,0.25,D,D,D,D,C,D,1.0
0.2,0.2,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.61,0.62,D,C,C,D,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.94,0.95,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.02,0.01,D,D,D,D,D,D,1.0
0.5,0.5,C,D,D,C,C,D,1.0
0.06,0.05,D,D,D,D,D,D,1.0
0.11,0.1,D,D,D,D,D,D,1.0
0.21,0.2,D,D,D,D,D,D,1.0
0.5,0.5,C,D,D,C,C,D,1.0
0.97,0.98,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.91,0.92,C,C,C,C,C,C,1.0
0.66,0.67,D,C,C,D,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.51,0.5,D,D,D,D,D,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.23,0.22,D,D,D,D,D,D,1.0
0.49,0.5,D,C,D,D,C,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.75,0.76,C,C,D,C,C,D,1.0
0.04,0.03,D,D,D,D,D,D,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.5,0.5,C,D,D,C,C,D,1.0
0.89,0.9,C,C,C,C,C,C,1.0
0.5,0.5,C,D,D,C,C,D,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.97,0.98,C,C,C,C,C,C,1.0
0.43,0.42,D,D,C,D,D,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.74,0.75,C,C,D,C,C,D,1.0
0.54,0.54,D,C,C,D,D,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.98,0.99,D,C,C,D,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.99,1.0,C,C,C,C,C,C,1.0
0.98,0.99,C,C,C,C,C,C,1.0
