Cooperation Rate,Opponent Cooperation Rate,Last Move,Opponent Last Move,Penultimate Move,Opponent Penultimate Move,Penultimate + 1 Move,Opponent Penultimate + 1 Move,Copy Rate
0.45,0.45,D,C,C,D,D,C,0.9795918367346939
0.05,0.06,D,D,D,D,D,D,0.9693877551020408
0.52,0.52,D,D,C,D,D,C,0.9897959183673469
0.73,0.73,D,C,C,D,C,C,0.9897959183673469
0.99,0.99,C,C,C,C,C,C,0.9897959183673469
0.45,0.48,C,C,C,C,C,C,0.9591836734693877
0.45,0.48,C,C,C,C,C,C,0.9591836734693877
0.99,0.99,C,C,C,C,C,C,0.9897959183673469
0.99,0.99,C,C,C,C,C,C,0.9897959183673469
0.99,0.99,C,C,C,C,C,C,0.9897959183673469
0.99,0.99,C,C,C,C,C,C,0.9897959183673469
0.57,0.57,C,C,D,C,D,D,0.9897959183673469
0.39,0.38,D,C,D,D,D,D,0.9897959183673469
0.09,0.11,D,D,D,D,D,D,0.9591836734693877
0.07,0.09,D,D,D,D,D,D,0.9591836734693877
0.04,0.03,D,D,D,D,D,D,0.9897959183673469
0.03,0.03,D,D,D,D,D,D,0.9795918367346939
0.06,0.06,D,D,D,D,D,D,0.9795918367346939
0.07,0.09,D,D,D,D,D,D,0.9591836734693877
0.05,0.04,D,D,D,D,D,D,0.9897959183673469
0.04,0.04,D,D,D,D,D,D,0.9795918367346939
0.07,0.06,D,D,D,D,D,D,0.9897959183673469
0.04,0.03,D,D,D,D,D,D,0.9897959183673469
0.03,0.02,D,D,D,D,D,D,0.9897959183673469
0.1,0.1,D,D,D,D,C,D,0.9795918367346939
0.08,0.1,D,D,D,D,D,D,0.9591836734693877
0.07,0.06,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.07,0.95,D,C,D,C,D,C,0.11224489795918367
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.6,0.59,D,C,D,D,D,D,1.0
0.01,0.0,D,D,D,D,D,D,1.0
1.0,0.99,C,C,C,C,C,C,1.0
0.11,0.5,D,C,D,D,D,C,0.6020408163265306
1.0,1.0,C,C,C,C,C,C,1.0
0.23,0.86,D,C,D,C,D,C,0.3673469387755102
0.06,0.94,D,C,D,C,D,C,0.11224489795918367
1.0,1.0,C,C,C,C,C,C,1.0
0.93,0.93,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.01,0.05,D,D,D,D,D,D,0.9489795918367347
0.05,0.94,D,C,D,C,D,C,0.10204081632653061
0.12,0.12,D,D,D,D,D,D,0.9897959183673469
0.06,0.32,D,D,D,D,D,C,0.7244897959183674
0.23,0.23,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
0.93,0.93,C,D,D,C,C,D,1.0
0.02,0.01,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.42,0.84,D,C,D,C,D,C,0.5816326530612245
0.31,0.75,D,C,D,C,D,C,0.5510204081632653
0.21,0.67,D,C,D,C,D,C,0.5306122448979592
0.21,0.67,D,D,D,C,D,C,0.5306122448979592
0.1,0.5,D,D,D,C,D,D,0.5918367346938775
0.04,0.33,D,C,D,D,D,D,0.7040816326530612
1.0,1.0,C,C,C,C,C,C,1.0
0.01,0.0,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.49,D,D,D,C,D,D,0.5408163265306123
0.99,0.99,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.13,0.26,D,C,D,D,D,D,0.8673469387755102
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.91,0.91,C,D,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.11,0.5,D,D,D,D,D,D,0.6020408163265306
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
0.22,0.21,D,D,D,D,D,D,1.0
0.75,0.75,C,D,D,C,C,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.08,0.07,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.99,0.98,C,D,C,C,C,C,1.0
0.24,0.27,D,D,D,D,D,D,0.9591836734693877
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.03,0.32,D,C,D,D,D,D,0.7040816326530612
0.02,0.24,D,D,D,C,D,D,0.7653061224489796
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.13,0.91,D,C,D,C,D,C,0.21428571428571427
1.0,1.0,C,C,C,C,C,C,1.0
0.05,0.95,D,C,D,C,D,C,0.09183673469387756
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.01,D,D,D,D,D,D,1.0
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.06,0.05,D,D,D,D,D,D,1.0
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.98,0.98,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.91,0.91,C,C,C,C,C,C,1.0
0.2,0.89,D,C,D,C,D,C,0.30612244897959184
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.33,0.51,D,D,D,D,D,D,0.8061224489795918
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.2,0.2,D,D,D,D,D,D,0.9897959183673469
0.05,0.94,D,C,D,C,D,C,0.10204081632653061
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.23,0.92,D,C,D,C,D,C,0.30612244897959184
0.04,0.03,D,D,D,D,D,D,1.0
0.99,0.99,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.06,0.1,D,D,D,D,D,D,0.9489795918367347
0.1,0.5,D,D,D,C,D,D,0.5918367346938775
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
0.05,0.5,D,C,D,D,D,C,0.5408163265306123
1.0,1.0,C,C,C,C,C,C,1.0
0.21,0.4,D,C,D,D,D,D,0.8061224489795918
0.32,0.32,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
0.96,0.96,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.97,0.97,C,C,C,C,D,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.96,0.96,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.1,0.34,D,C,D,C,D,D,0.7551020408163265
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
0.03,0.02,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,1.0
0.02,0.25,D,C,D,D,D,D,0.7653061224489796
0.14,0.54,D,D,D,C,D,C,0.5918367346938775
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.05,0.04,D,D,D,D,D,D,1.0
0.03,0.02,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.06,0.5,D,C,D,C,D,D,0.5510204081632653
0.11,0.5,D,D,D,D,D,C,0.6020408163265306
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.26,0.94,D,C,D,C,D,C,0.3163265306122449
0.03,0.92,D,C,D,C,D,C,0.10204081632653061
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.04,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.2,0.2,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.01,D,D,D,D,D,D,1.0
0.97,0.97,C,C,C,C,C,C,1.0
0.41,0.59,D,D,D,D,D,D,0.8061224489795918
1.0,1.0,C,C,C,C,C,C,1.0
0.17,0.16,D,D,D,D,D,D,1.0
0.12,0.11,D,D,D,D,D,D,1.0
0.06,0.05,D,D,D,D,D,D,1.0
0.07,0.06,D,D,D,D,D,D,1.0
0.08,0.07,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.42,0.49,D,D,D,D,D,D,0.9285714285714286
0.17,0.16,D,D,D,D,D,D,1.0
0.06,0.3,D,C,D,D,D,C,0.7551020408163265
0.15,0.94,D,C,D,C,D,C,0.20408163265306123
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.11,0.74,D,C,D,C,D,C,0.3673469387755102
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.05,0.94,D,C,D,C,D,C,0.10204081632653061
0.05,0.28,D,D,D,C,D,D,0.7551020408163265
0.1,0.1,D,D,D,D,D,D,0.9897959183673469
0.07,0.08,D,D,D,D,D,D,0.9795918367346939
0.04,0.06,D,D,D,D,D,D,0.9693877551020408
0.04,0.03,D,D,D,D,D,D,1.0
0.06,0.06,D,D,D,D,D,D,0.9897959183673469
0.07,0.08,D,D,D,D,D,D,0.9795918367346939
0.04,0.09,D,D,D,D,D,D,0.9387755102040817
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.0,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.1,0.06,D,D,D,D,D,D,0.9693877551020408
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.0,D,D,D,D,D,D,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,1.0
0.04,0.5,D,C,D,D,D,C,0.5306122448979592
1.0,1.0,C,C,C,C,C,C,1.0
0.88,0.86,C,C,C,C,C,C,0.8367346938775511
0.39,0.61,D,C,D,D,C,D,0.35714285714285715
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.94,C,D,C,C,C,C,0.9489795918367347
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.98,C,D,C,C,C,C,1.0
0.03,0.1,D,C,D,D,D,D,0.9081632653061225
0.39,0.6,D,C,D,D,C,D,0.3469387755102041
0.57,0.53,D,D,D,D,D,D,0.9285714285714286
0.02,0.31,D,D,D,C,D,D,0.6938775510204082
0.1,0.09,D,D,D,D,D,D,0.9591836734693877
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.96,C,C,C,C,C,C,0.9591836734693877
0.02,0.01,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.92,0.98,C,C,C,C,C,C,0.9387755102040817
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.84,C,C,C,C,C,C,0.8469387755102041
0.99,0.75,C,C,C,C,C,C,0.7653061224489796
0.05,0.67,D,C,D,C,D,C,0.3673469387755102
0.05,0.67,D,D,D,C,D,C,0.3673469387755102
0.05,0.5,D,D,D,C,D,D,0.5204081632653061
0.04,0.33,D,C,D,D,D,D,0.6836734693877551
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.0,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.03,0.48,D,C,D,D,D,C,0.5204081632653061
0.99,0.99,C,C,C,C,C,C,1.0
1.0,0.98,C,D,C,C,C,C,1.0
0.99,0.83,C,C,C,D,C,C,0.8367346938775511
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.95,0.97,C,C,C,C,C,C,0.9591836734693877
1.0,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.88,0.92,D,C,D,C,D,D,0.8469387755102041
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.23,0.55,D,D,D,C,D,D,0.5204081632653061
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.08,D,D,D,D,D,D,0.9285714285714286
0.52,0.48,D,D,D,D,D,D,0.9285714285714286
1.0,0.95,C,C,C,C,C,C,0.9489795918367347
1.0,1.0,C,C,C,C,C,C,1.0
0.4,0.36,D,D,D,D,D,D,0.9285714285714286
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.98,C,D,C,C,C,C,1.0
1.0,0.98,C,D,C,C,C,C,1.0
0.67,0.64,D,D,D,D,D,D,0.8775510204081632
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.03,0.32,D,C,D,D,D,D,0.6836734693877551
0.03,0.24,D,C,D,D,D,D,0.7653061224489796
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.51,0.7,D,C,D,C,D,C,0.4897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
0.91,0.95,C,C,C,C,C,C,0.9387755102040817
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.01,D,D,D,D,D,D,1.0
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
0.99,0.98,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.96,C,C,C,C,C,C,0.9591836734693877
0.49,0.72,D,C,D,C,D,C,0.3877551020408163
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.34,0.53,D,D,D,D,D,D,0.5510204081632653
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.91,0.79,D,D,D,D,D,D,0.8469387755102041
0.39,0.61,D,C,D,D,C,D,0.35714285714285715
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.72,0.8,C,D,C,C,C,D,0.6224489795918368
0.03,0.03,D,D,D,D,D,D,0.9897959183673469
0.04,0.02,D,D,D,D,D,D,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
0.03,0.01,D,D,D,D,D,D,0.9897959183673469
0.04,0.1,D,D,D,D,D,D,0.9285714285714286
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.04,D,D,D,D,D,D,0.9693877551020408
0.04,0.41,D,D,D,C,D,D,0.5918367346938775
1.0,1.0,C,C,C,C,C,C,1.0
0.2,0.41,D,C,D,D,D,C,0.7040816326530612
0.25,0.23,D,D,D,D,D,D,0.9489795918367347
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,C,C,C,C,C,0.9897959183673469
0.99,0.95,C,C,C,C,C,C,0.9693877551020408
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.99,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.62,0.62,D,D,D,D,D,D,0.826530612244898
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.91,C,D,C,C,C,C,0.9183673469387755
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
0.93,0.84,C,C,C,C,C,C,0.7857142857142857
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.04,0.3,D,C,D,C,D,D,0.7346938775510204
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.98,0.98,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.99,0.98,C,C,C,C,C,C,0.9897959183673469
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,1.0
0.22,0.44,D,C,D,D,D,D,0.7244897959183674
0.23,0.57,D,D,D,C,D,D,0.5918367346938775
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
0.05,0.04,D,D,D,D,D,D,1.0
0.03,0.02,D,D,D,D,D,D,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.05,0.5,D,C,D,C,D,D,0.5204081632653061
0.04,0.5,D,D,D,D,D,C,0.5306122448979592
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.66,0.78,C,C,C,C,C,C,0.6326530612244898
0.33,0.5,D,D,D,D,C,D,0.42857142857142855
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.02,0.0,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
0.12,0.12,D,D,D,D,D,D,0.9081632653061225
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.99,C,C,C,C,C,C,0.9897959183673469
1.0,0.92,C,C,C,C,C,C,0.9183673469387755
0.35,0.52,D,D,D,D,D,D,0.7040816326530612
1.0,1.0,C,C,C,C,C,C,1.0
0.29,0.23,D,D,D,D,D,D,0.9489795918367347
0.44,0.37,D,D,D,D,D,D,0.9183673469387755
0.02,0.01,D,D,D,D,D,D,1.0
0.02,0.01,D,D,D,D,D,D,1.0
0.08,0.07,D,D,D,D,D,D,0.9591836734693877
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,0.94,C,C,C,C,C,C,0.9387755102040817
0.03,0.02,D,D,D,D,D,D,1.0
0.04,0.25,D,D,D,D,D,D,0.7857142857142857
0.65,0.78,D,C,D,C,D,C,0.5714285714285714
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.05,0.12,D,D,D,D,D,D,0.9183673469387755
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.42,0.65,D,C,D,C,D,C,0.3877551020408163
0.29,0.55,D,C,D,D,D,D,0.6224489795918368
0.09,0.09,D,D,D,D,D,D,0.9489795918367347
0.09,0.08,D,D,D,D,D,D,0.9591836734693877
0.04,0.04,D,D,D,D,D,D,0.9897959183673469
0.04,0.03,D,D,D,D,D,D,1.0
0.07,0.06,D,D,D,D,D,D,0.9795918367346939
0.09,0.1,D,D,D,D,D,D,0.9387755102040817
0.05,0.05,D,D,D,D,D,D,0.9897959183673469
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
1.0,1.0,C,C,C,C,C,C,1.0
0.8,1.0,D,C,C,C,C,C,0.7959183673469388
0.73,0.64,C,C,C,C,C,C,0.8877551020408163
0.99,0.99,C,C,C,C,C,C,0.9795918367346939
0.99,0.99,C,C,C,C,C,C,0.9795918367346939
0.8,0.95,C,C,C,C,D,C,0.8367346938775511
0.99,0.99,C,C,C,C,C,C,0.9795918367346939
0.98,0.98,C,C,C,C,C,C,0.9795918367346939
0.61,0.4,D,D,D,D,C,D,0.7857142857142857
0.07,0.0,D,D,D,D,D,D,0.9387755102040817
0.99,0.98,C,C,C,C,C,C,0.9795918367346939
0.72,0.5,C,C,C,D,D,C,0.7857142857142857
0.85,1.0,C,C,C,C,D,C,0.8571428571428571
0.22,0.86,D,C,D,C,D,C,0.35714285714285715
0.54,0.47,D,D,C,D,C,C,0.8775510204081632
0.58,0.57,C,D,D,C,D,D,0.9795918367346939
0.84,0.96,C,C,D,C,C,C,0.8775510204081632
0.91,0.97,C,C,C,C,C,C,0.9183673469387755
0.57,0.53,D,D,D,D,D,D,0.8877551020408163
0.2,0.05,C,D,C,D,D,D,0.8571428571428571
0.55,0.45,D,D,C,D,C,C,0.8469387755102041
0.78,0.66,C,C,C,C,C,C,0.8571428571428571
0.12,0.29,D,D,D,D,D,D,0.7857142857142857
0.97,0.96,C,C,C,C,C,C,0.9693877551020408
0.99,0.99,C,C,C,C,C,C,0.9795918367346939
0.87,0.94,C,C,C,C,C,C,0.9081632653061225
0.08,0.01,D,D,D,D,D,D,0.9387755102040817
0.99,0.99,C,C,C,C,C,C,0.9795918367346939
0.84,1.0,D,C,C,C,C,C,0.8367346938775511
